network_config,strategy,strategy_params,neg_pos_ratio,pred_threshold,evidence_ratio,occ_thr,edge_thr,weight_thr,total_samples,positive_samples,negative_samples,negative_candidates_count,evaluated_days,skipped_days,tp,fp,tn,fn,precision,recall,f1_score,accuracy
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.3,0.2,2,1,0.2,385,130,255,27,29,24,43,17,238,87,0.7166666666666667,0.33076923076923076,0.4526315789473684,0.7298701298701299
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.3,0.3,2,1,0.2,361,121,240,27,29,24,57,51,189,64,0.5277777777777778,0.47107438016528924,0.4978165938864629,0.6814404432132964
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.3,0.5,2,1,0.2,270,90,180,27,29,24,57,83,97,33,0.40714285714285714,0.6333333333333333,0.4956521739130435,0.5703703703703704
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.3,0.7,2,1,0.2,189,63,126,27,29,24,42,61,65,21,0.4077669902912621,0.6666666666666666,0.5060240963855422,0.5661375661375662
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.4,0.2,2,1,0.2,385,130,255,27,29,24,23,11,244,107,0.6764705882352942,0.17692307692307693,0.2804878048780488,0.6935064935064935
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.4,0.3,2,1,0.2,361,121,240,27,29,24,30,33,207,91,0.47619047619047616,0.24793388429752067,0.32608695652173914,0.6565096952908587
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.4,0.5,2,1,0.2,270,90,180,27,29,24,48,62,118,42,0.43636363636363634,0.5333333333333333,0.4799999999999999,0.6148148148148148
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.4,0.7,2,1,0.2,189,63,126,27,29,24,34,46,80,29,0.425,0.5396825396825397,0.4755244755244756,0.6031746031746031
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.5,0.2,2,1,0.2,385,130,255,27,29,24,8,5,250,122,0.6153846153846154,0.06153846153846154,0.1118881118881119,0.6701298701298701
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.5,0.3,2,1,0.2,361,121,240,27,29,24,15,14,226,106,0.5172413793103449,0.12396694214876033,0.2,0.667590027700831
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.5,0.5,2,1,0.2,270,90,180,27,29,24,26,37,143,64,0.4126984126984127,0.28888888888888886,0.3398692810457516,0.6259259259259259
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.5,0.7,2,1,0.2,189,63,126,27,29,24,26,38,88,37,0.40625,0.4126984126984127,0.4094488188976378,0.6031746031746031
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.1,0.2,2,1,0.2,260,130,130,34,29,24,120,43,87,10,0.7361963190184049,0.9230769230769231,0.8191126279863482,0.7961538461538461
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.1,0.3,2,1,0.2,242,121,121,34,29,24,116,55,66,5,0.6783625730994152,0.9586776859504132,0.7945205479452054,0.7520661157024794
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.1,0.5,2,1,0.2,180,90,90,34,29,24,88,51,39,2,0.6330935251798561,0.9777777777777777,0.7685589519650655,0.7055555555555556
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.1,0.7,2,1,0.2,126,63,63,34,29,24,63,32,31,0,0.6631578947368421,1.0,0.7974683544303798,0.746031746031746
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.2,0.2,2,1,0.2,260,130,130,34,29,24,71,18,112,59,0.797752808988764,0.5461538461538461,0.6484018264840182,0.7038461538461539
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.2,0.3,2,1,0.2,242,121,121,34,29,24,77,30,91,44,0.719626168224299,0.6363636363636364,0.6754385964912281,0.6942148760330579
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.2,0.5,2,1,0.2,180,90,90,34,29,24,69,43,47,21,0.6160714285714286,0.7666666666666667,0.6831683168316831,0.6444444444444445
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.2,0.7,2,1,0.2,126,63,63,34,29,24,51,29,34,12,0.6375,0.8095238095238095,0.7132867132867132,0.6746031746031746
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.3,0.2,2,1,0.2,260,130,130,34,29,24,43,10,120,87,0.8113207547169812,0.33076923076923076,0.4699453551912569,0.6269230769230769
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.3,0.3,2,1,0.2,242,121,121,34,29,24,57,24,97,64,0.7037037037037037,0.47107438016528924,0.5643564356435643,0.6363636363636364
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.3,0.5,2,1,0.2,180,90,90,34,29,24,57,32,58,33,0.6404494382022472,0.6333333333333333,0.6368715083798883,0.6388888888888888
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.3,0.7,2,1,0.2,126,63,63,34,29,24,42,24,39,21,0.6363636363636364,0.6666666666666666,0.6511627906976744,0.6428571428571429
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.4,0.2,2,1,0.2,260,130,130,34,29,24,23,5,125,107,0.8214285714285714,0.17692307692307693,0.2911392405063291,0.5692307692307692
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.4,0.3,2,1,0.2,242,121,121,34,29,24,30,13,108,91,0.6976744186046512,0.24793388429752067,0.36585365853658536,0.5702479338842975
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.4,0.5,2,1,0.2,180,90,90,34,29,24,48,25,65,42,0.6575342465753424,0.5333333333333333,0.588957055214724,0.6277777777777778
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.4,0.7,2,1,0.2,126,63,63,34,29,24,34,20,43,29,0.6296296296296297,0.5396825396825397,0.5811965811965812,0.6111111111111112
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.5,0.2,2,1,0.2,260,130,130,34,29,24,8,3,127,122,0.7272727272727273,0.06153846153846154,0.11347517730496455,0.5192307692307693
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.5,0.3,2,1,0.2,242,121,121,34,29,24,15,8,113,106,0.6521739130434783,0.12396694214876033,0.20833333333333334,0.5289256198347108
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.5,0.5,2,1,0.2,180,90,90,34,29,24,26,17,73,64,0.6046511627906976,0.28888888888888886,0.39097744360902253,0.55
Conservative,RecentActivity,{'max_recent_floods': 2},1.0,0.5,0.7,2,1,0.2,126,63,63,34,29,24,26,16,47,37,0.6190476190476191,0.4126984126984127,0.49523809523809526,0.5793650793650794
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.1,0.2,2,1,0.2,390,130,260,34,29,24,120,95,165,10,0.5581395348837209,0.9230769230769231,0.6956521739130436,0.7307692307692307
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.1,0.3,2,1,0.2,363,121,242,34,29,24,116,118,124,5,0.49572649572649574,0.9586776859504132,0.6535211267605635,0.6611570247933884
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.1,0.5,2,1,0.2,270,90,180,34,29,24,88,114,66,2,0.43564356435643564,0.9777777777777777,0.6027397260273972,0.5703703703703704
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.1,0.7,2,1,0.2,189,63,126,34,29,24,63,83,43,0,0.4315068493150685,1.0,0.6028708133971292,0.5608465608465608
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.2,0.2,2,1,0.2,390,130,260,34,29,24,71,43,217,59,0.6228070175438597,0.5461538461538461,0.5819672131147541,0.7384615384615385
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.2,0.3,2,1,0.2,363,121,242,34,29,24,77,67,175,44,0.5347222222222222,0.6363636363636364,0.5811320754716981,0.6942148760330579
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.2,0.5,2,1,0.2,270,90,180,34,29,24,69,95,85,21,0.42073170731707316,0.7666666666666667,0.5433070866141732,0.5703703703703704
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.2,0.7,2,1,0.2,189,63,126,34,29,24,51,71,55,12,0.4180327868852459,0.8095238095238095,0.5513513513513515,0.5608465608465608
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.3,0.2,2,1,0.2,390,130,260,34,29,24,43,17,243,87,0.7166666666666667,0.33076923076923076,0.4526315789473684,0.7333333333333333
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.3,0.3,2,1,0.2,363,121,242,34,29,24,57,46,196,64,0.5533980582524272,0.47107438016528924,0.5089285714285714,0.696969696969697
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.3,0.5,2,1,0.2,270,90,180,34,29,24,57,73,107,33,0.43846153846153846,0.6333333333333333,0.5181818181818182,0.6074074074074074
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.3,0.7,2,1,0.2,189,63,126,34,29,24,42,58,68,21,0.42,0.6666666666666666,0.5153374233128833,0.582010582010582
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.4,0.2,2,1,0.2,390,130,260,34,29,24,23,11,249,107,0.6764705882352942,0.17692307692307693,0.2804878048780488,0.6974358974358974
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.4,0.3,2,1,0.2,363,121,242,34,29,24,30,32,210,91,0.4838709677419355,0.24793388429752067,0.32786885245901637,0.6611570247933884
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.4,0.5,2,1,0.2,270,90,180,34,29,24,48,56,124,42,0.46153846153846156,0.5333333333333333,0.4948453608247423,0.6370370370370371
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.4,0.7,2,1,0.2,189,63,126,34,29,24,34,44,82,29,0.4358974358974359,0.5396825396825397,0.48226950354609927,0.6137566137566137
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.5,0.2,2,1,0.2,390,130,260,34,29,24,8,5,255,122,0.6153846153846154,0.06153846153846154,0.1118881118881119,0.6743589743589744
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.5,0.3,2,1,0.2,363,121,242,34,29,24,15,14,228,106,0.5172413793103449,0.12396694214876033,0.2,0.6694214876033058
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.5,0.5,2,1,0.2,270,90,180,34,29,24,26,33,147,64,0.4406779661016949,0.28888888888888886,0.34899328859060397,0.6407407407407407
Conservative,RecentActivity,{'max_recent_floods': 2},2.0,0.5,0.7,2,1,0.2,189,63,126,34,29,24,26,36,90,37,0.41935483870967744,0.4126984126984127,0.416,0.6137566137566137
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.1,0.2,2,1,0.2,249,130,119,10,29,24,120,38,81,10,0.759493670886076,0.9230769230769231,0.8333333333333334,0.8072289156626506
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.1,0.3,2,1,0.2,235,121,114,10,29,24,116,51,63,5,0.6946107784431138,0.9586776859504132,0.8055555555555557,0.7617021276595745
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.1,0.5,2,1,0.2,180,90,90,10,29,24,88,51,39,2,0.6330935251798561,0.9777777777777777,0.7685589519650655,0.7055555555555556
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.1,0.7,2,1,0.2,126,63,63,10,29,24,63,32,31,0,0.6631578947368421,1.0,0.7974683544303798,0.746031746031746
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.2,0.2,2,1,0.2,249,130,119,10,29,24,71,15,104,59,0.8255813953488372,0.5461538461538461,0.6574074074074073,0.7028112449799196
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.2,0.3,2,1,0.2,235,121,114,10,29,24,77,29,85,44,0.7264150943396226,0.6363636363636364,0.6784140969162996,0.6893617021276596
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.2,0.5,2,1,0.2,180,90,90,10,29,24,69,44,46,21,0.6106194690265486,0.7666666666666667,0.6798029556650246,0.6388888888888888
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.2,0.7,2,1,0.2,126,63,63,10,29,24,51,29,34,12,0.6375,0.8095238095238095,0.7132867132867132,0.6746031746031746
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.3,0.2,2,1,0.2,249,130,119,10,29,24,43,10,109,87,0.8113207547169812,0.33076923076923076,0.4699453551912569,0.6104417670682731
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.3,0.3,2,1,0.2,235,121,114,10,29,24,57,23,91,64,0.7125,0.47107438016528924,0.5671641791044777,0.6297872340425532
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.3,0.5,2,1,0.2,180,90,90,10,29,24,57,36,54,33,0.6129032258064516,0.6333333333333333,0.6229508196721313,0.6166666666666667
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.3,0.7,2,1,0.2,126,63,63,10,29,24,42,24,39,21,0.6363636363636364,0.6666666666666666,0.6511627906976744,0.6428571428571429
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.4,0.2,2,1,0.2,249,130,119,10,29,24,23,5,114,107,0.8214285714285714,0.17692307692307693,0.2911392405063291,0.5502008032128514
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.4,0.3,2,1,0.2,235,121,114,10,29,24,30,14,100,91,0.6818181818181818,0.24793388429752067,0.36363636363636365,0.5531914893617021
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.4,0.5,2,1,0.2,180,90,90,10,29,24,48,28,62,42,0.631578947368421,0.5333333333333333,0.5783132530120482,0.6111111111111112
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.4,0.7,2,1,0.2,126,63,63,10,29,24,34,20,43,29,0.6296296296296297,0.5396825396825397,0.5811965811965812,0.6111111111111112
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.5,0.2,2,1,0.2,249,130,119,10,29,24,8,3,116,122,0.7272727272727273,0.06153846153846154,0.11347517730496455,0.4979919678714859
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.5,0.3,2,1,0.2,235,121,114,10,29,24,15,9,105,106,0.625,0.12396694214876033,0.20689655172413793,0.5106382978723404
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.5,0.5,2,1,0.2,180,90,90,10,29,24,26,20,70,64,0.5652173913043478,0.28888888888888886,0.38235294117647056,0.5333333333333333
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",1.0,0.5,0.7,2,1,0.2,126,63,63,10,29,24,26,16,47,37,0.6190476190476191,0.4126984126984127,0.49523809523809526,0.5793650793650794
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.1,0.2,2,1,0.2,314,130,184,10,29,24,120,51,133,10,0.7017543859649122,0.9230769230769231,0.7973421926910299,0.8057324840764332
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.1,0.3,2,1,0.2,305,121,184,10,29,24,116,72,112,5,0.6170212765957447,0.9586776859504132,0.7508090614886731,0.7475409836065574
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.1,0.5,2,1,0.2,245,90,155,10,29,24,88,94,61,2,0.4835164835164835,0.9777777777777777,0.6470588235294118,0.6081632653061224
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.1,0.7,2,1,0.2,187,63,124,10,29,24,63,81,43,0,0.4375,1.0,0.6086956521739131,0.5668449197860963
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.2,0.2,2,1,0.2,314,130,184,10,29,24,71,18,166,59,0.797752808988764,0.5461538461538461,0.6484018264840182,0.7547770700636943
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.2,0.3,2,1,0.2,305,121,184,10,29,24,77,38,146,44,0.6695652173913044,0.6363636363636364,0.6525423728813559,0.7311475409836066
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.2,0.5,2,1,0.2,245,90,155,10,29,24,69,75,80,21,0.4791666666666667,0.7666666666666667,0.5897435897435898,0.6081632653061224
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.2,0.7,2,1,0.2,187,63,124,10,29,24,51,69,55,12,0.425,0.8095238095238095,0.5573770491803278,0.5668449197860963
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.3,0.2,2,1,0.2,314,130,184,10,29,24,43,10,174,87,0.8113207547169812,0.33076923076923076,0.4699453551912569,0.6910828025477707
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.3,0.3,2,1,0.2,305,121,184,10,29,24,57,27,157,64,0.6785714285714286,0.47107438016528924,0.5560975609756097,0.7016393442622951
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.3,0.5,2,1,0.2,245,90,155,10,29,24,57,60,95,33,0.48717948717948717,0.6333333333333333,0.5507246376811593,0.6204081632653061
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.3,0.7,2,1,0.2,187,63,124,10,29,24,42,59,65,21,0.4158415841584158,0.6666666666666666,0.5121951219512194,0.5721925133689839
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.4,0.2,2,1,0.2,314,130,184,10,29,24,23,5,179,107,0.8214285714285714,0.17692307692307693,0.2911392405063291,0.643312101910828
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.4,0.3,2,1,0.2,305,121,184,10,29,24,30,17,167,91,0.6382978723404256,0.24793388429752067,0.35714285714285715,0.6459016393442623
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.4,0.5,2,1,0.2,245,90,155,10,29,24,48,41,114,42,0.5393258426966292,0.5333333333333333,0.5363128491620112,0.6612244897959184
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.4,0.7,2,1,0.2,187,63,124,10,29,24,34,44,80,29,0.4358974358974359,0.5396825396825397,0.48226950354609927,0.6096256684491979
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.5,0.2,2,1,0.2,314,130,184,10,29,24,8,3,181,122,0.7272727272727273,0.06153846153846154,0.11347517730496455,0.6019108280254777
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.5,0.3,2,1,0.2,305,121,184,10,29,24,15,11,173,106,0.5769230769230769,0.12396694214876033,0.2040816326530612,0.6163934426229508
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.5,0.5,2,1,0.2,245,90,155,10,29,24,26,26,129,64,0.5,0.28888888888888886,0.3661971830985915,0.6326530612244898
Conservative,CombinedConservative,"{'prob_threshold': 0.1, 'max_flood_count': 2, 'max_recent_floods': 1}",2.0,0.5,0.7,2,1,0.2,187,63,124,10,29,24,26,36,88,37,0.41935483870967744,0.4126984126984127,0.416,0.6096256684491979
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.1,0.2,2,1,0.2,260,130,130,14,29,24,120,41,89,10,0.7453416149068323,0.9230769230769231,0.8247422680412372,0.8038461538461539
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.1,0.3,2,1,0.2,242,121,121,14,29,24,116,55,66,5,0.6783625730994152,0.9586776859504132,0.7945205479452054,0.7520661157024794
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.1,0.5,2,1,0.2,180,90,90,14,29,24,88,51,39,2,0.6330935251798561,0.9777777777777777,0.7685589519650655,0.7055555555555556
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.1,0.7,2,1,0.2,126,63,63,14,29,24,63,32,31,0,0.6631578947368421,1.0,0.7974683544303798,0.746031746031746
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.2,0.2,2,1,0.2,260,130,130,14,29,24,71,16,114,59,0.8160919540229885,0.5461538461538461,0.6543778801843317,0.7115384615384616
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.2,0.3,2,1,0.2,242,121,121,14,29,24,77,30,91,44,0.719626168224299,0.6363636363636364,0.6754385964912281,0.6942148760330579
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.2,0.5,2,1,0.2,180,90,90,14,29,24,69,43,47,21,0.6160714285714286,0.7666666666666667,0.6831683168316831,0.6444444444444445
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.2,0.7,2,1,0.2,126,63,63,14,29,24,51,29,34,12,0.6375,0.8095238095238095,0.7132867132867132,0.6746031746031746
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.3,0.2,2,1,0.2,260,130,130,14,29,24,43,10,120,87,0.8113207547169812,0.33076923076923076,0.4699453551912569,0.6269230769230769
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.3,0.3,2,1,0.2,242,121,121,14,29,24,57,24,97,64,0.7037037037037037,0.47107438016528924,0.5643564356435643,0.6363636363636364
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.3,0.5,2,1,0.2,180,90,90,14,29,24,57,32,58,33,0.6404494382022472,0.6333333333333333,0.6368715083798883,0.6388888888888888
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.3,0.7,2,1,0.2,126,63,63,14,29,24,42,24,39,21,0.6363636363636364,0.6666666666666666,0.6511627906976744,0.6428571428571429
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.4,0.2,2,1,0.2,260,130,130,14,29,24,23,5,125,107,0.8214285714285714,0.17692307692307693,0.2911392405063291,0.5692307692307692
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.4,0.3,2,1,0.2,242,121,121,14,29,24,30,14,107,91,0.6818181818181818,0.24793388429752067,0.36363636363636365,0.5661157024793388
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.4,0.5,2,1,0.2,180,90,90,14,29,24,48,25,65,42,0.6575342465753424,0.5333333333333333,0.588957055214724,0.6277777777777778
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.4,0.7,2,1,0.2,126,63,63,14,29,24,34,20,43,29,0.6296296296296297,0.5396825396825397,0.5811965811965812,0.6111111111111112
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.5,0.2,2,1,0.2,260,130,130,14,29,24,8,3,127,122,0.7272727272727273,0.06153846153846154,0.11347517730496455,0.5192307692307693
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.5,0.3,2,1,0.2,242,121,121,14,29,24,15,8,113,106,0.6521739130434783,0.12396694214876033,0.20833333333333334,0.5289256198347108
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.5,0.5,2,1,0.2,180,90,90,14,29,24,26,17,73,64,0.6046511627906976,0.28888888888888886,0.39097744360902253,0.55
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",1.0,0.5,0.7,2,1,0.2,126,63,63,14,29,24,26,16,47,37,0.6190476190476191,0.4126984126984127,0.49523809523809526,0.5793650793650794
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",2.0,0.1,0.2,2,1,0.2,345,130,215,14,29,24,120,60,155,10,0.6666666666666666,0.9230769230769231,0.7741935483870968,0.7971014492753623
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",2.0,0.1,0.3,2,1,0.2,329,121,208,14,29,24,116,87,121,5,0.5714285714285714,0.9586776859504132,0.7160493827160493,0.7203647416413373
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",2.0,0.1,0.5,2,1,0.2,260,90,170,14,29,24,88,104,66,2,0.4583333333333333,0.9777777777777777,0.624113475177305,0.5923076923076923
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",2.0,0.1,0.7,2,1,0.2,189,63,126,14,29,24,63,83,43,0,0.4315068493150685,1.0,0.6028708133971292,0.5608465608465608
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",2.0,0.2,0.2,2,1,0.2,345,130,215,14,29,24,71,21,194,59,0.7717391304347826,0.5461538461538461,0.6396396396396397,0.7681159420289855
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",2.0,0.2,0.3,2,1,0.2,329,121,208,14,29,24,77,41,167,44,0.652542372881356,0.6363636363636364,0.6443514644351465,0.7416413373860182
Conservative,CombinedConservative,"{'prob_threshold': 0.15, 'max_flood_count': 3, 'max_recent_floods': 2}",2.0,0.2,0.5,2,1,0.2,260,90,170,14,29,24,69,85,85,21,0.44805194805194803,0.7666666666666667,0.5655737704918034,0.5923076923076923
