network_config,strategy,strategy_params,neg_pos_ratio,pred_threshold,evidence_ratio,occ_thr,edge_thr,weight_thr,total_samples,positive_samples,negative_samples,negative_candidates_count,evaluated_days,skipped_days,tp,fp,tn,fn,precision,recall,f1_score,accuracy
Conservative,FloodFrequency,{'max_flood_count': 2},1.0,0.3,0.3,2,1,0.2,241,121,120,12,29,24,57,23,97,64,0.7125,0.47107438016528924,0.5671641791044777,0.6390041493775933
Conservative,FloodFrequency,{'max_flood_count': 2},1.0,0.3,0.5,2,1,0.2,180,90,90,12,29,24,57,32,58,33,0.6404494382022472,0.6333333333333333,0.6368715083798883,0.6388888888888888
Conservative,FloodFrequency,{'max_flood_count': 2},1.0,0.3,0.7,2,1,0.2,126,63,63,12,29,24,42,24,39,21,0.6363636363636364,0.6666666666666666,0.6511627906976744,0.6428571428571429
Conservative,FloodFrequency,{'max_flood_count': 2},1.0,0.4,0.2,2,1,0.2,256,130,126,12,29,24,23,5,121,107,0.8214285714285714,0.17692307692307693,0.2911392405063291,0.5625
Conservative,FloodFrequency,{'max_flood_count': 2},1.0,0.4,0.3,2,1,0.2,241,121,120,12,29,24,30,13,107,91,0.6976744186046512,0.24793388429752067,0.36585365853658536,0.5684647302904564
Conservative,FloodFrequency,{'max_flood_count': 2},1.0,0.4,0.5,2,1,0.2,180,90,90,12,29,24,48,25,65,42,0.6575342465753424,0.5333333333333333,0.588957055214724,0.6277777777777778
Conservative,FloodFrequency,{'max_flood_count': 2},1.0,0.4,0.7,2,1,0.2,126,63,63,12,29,24,34,20,43,29,0.6296296296296297,0.5396825396825397,0.5811965811965812,0.6111111111111112
Conservative,FloodFrequency,{'max_flood_count': 2},1.0,0.5,0.2,2,1,0.2,256,130,126,12,29,24,8,3,123,122,0.7272727272727273,0.06153846153846154,0.11347517730496455,0.51171875
Conservative,FloodFrequency,{'max_flood_count': 2},1.0,0.5,0.3,2,1,0.2,241,121,120,12,29,24,15,8,112,106,0.6521739130434783,0.12396694214876033,0.20833333333333334,0.5269709543568465
Conservative,FloodFrequency,{'max_flood_count': 2},1.0,0.5,0.5,2,1,0.2,180,90,90,12,29,24,26,17,73,64,0.6046511627906976,0.28888888888888886,0.39097744360902253,0.55
Conservative,FloodFrequency,{'max_flood_count': 2},1.0,0.5,0.7,2,1,0.2,126,63,63,12,29,24,26,16,47,37,0.6190476190476191,0.4126984126984127,0.49523809523809526,0.5793650793650794
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.1,0.2,2,1,0.2,331,130,201,12,29,24,120,55,146,10,0.6857142857142857,0.9230769230769231,0.7868852459016394,0.8036253776435045
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.1,0.3,2,1,0.2,318,121,197,12,29,24,116,78,119,5,0.5979381443298969,0.9586776859504132,0.7365079365079364,0.7389937106918238
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.1,0.5,2,1,0.2,252,90,162,12,29,24,88,96,66,2,0.4782608695652174,0.9777777777777777,0.6423357664233577,0.6111111111111112
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.1,0.7,2,1,0.2,189,63,126,12,29,24,63,83,43,0,0.4315068493150685,1.0,0.6028708133971292,0.5608465608465608
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.2,0.2,2,1,0.2,331,130,201,12,29,24,71,19,182,59,0.7888888888888889,0.5461538461538461,0.6454545454545454,0.7643504531722054
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.2,0.3,2,1,0.2,318,121,197,12,29,24,77,38,159,44,0.6695652173913044,0.6363636363636364,0.6525423728813559,0.7421383647798742
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.2,0.5,2,1,0.2,252,90,162,12,29,24,69,77,85,21,0.4726027397260274,0.7666666666666667,0.5847457627118644,0.6111111111111112
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.2,0.7,2,1,0.2,189,63,126,12,29,24,51,71,55,12,0.4180327868852459,0.8095238095238095,0.5513513513513515,0.5608465608465608
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.3,0.2,2,1,0.2,331,130,201,12,29,24,43,10,191,87,0.8113207547169812,0.33076923076923076,0.4699453551912569,0.7069486404833837
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.3,0.3,2,1,0.2,318,121,197,12,29,24,57,27,170,64,0.6785714285714286,0.47107438016528924,0.5560975609756097,0.7138364779874213
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.3,0.5,2,1,0.2,252,90,162,12,29,24,57,57,105,33,0.5,0.6333333333333333,0.5588235294117647,0.6428571428571429
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.3,0.7,2,1,0.2,189,63,126,12,29,24,42,58,68,21,0.42,0.6666666666666666,0.5153374233128833,0.582010582010582
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.4,0.2,2,1,0.2,331,130,201,12,29,24,23,5,196,107,0.8214285714285714,0.17692307692307693,0.2911392405063291,0.6616314199395771
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.4,0.3,2,1,0.2,318,121,197,12,29,24,30,17,180,91,0.6382978723404256,0.24793388429752067,0.35714285714285715,0.660377358490566
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.4,0.5,2,1,0.2,252,90,162,12,29,24,48,40,122,42,0.5454545454545454,0.5333333333333333,0.5393258426966293,0.6746031746031746
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.4,0.7,2,1,0.2,189,63,126,12,29,24,34,44,82,29,0.4358974358974359,0.5396825396825397,0.48226950354609927,0.6137566137566137
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.5,0.2,2,1,0.2,331,130,201,12,29,24,8,3,198,122,0.7272727272727273,0.06153846153846154,0.11347517730496455,0.622356495468278
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.5,0.3,2,1,0.2,318,121,197,12,29,24,15,11,186,106,0.5769230769230769,0.12396694214876033,0.2040816326530612,0.6320754716981132
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.5,0.5,2,1,0.2,252,90,162,12,29,24,26,25,137,64,0.5098039215686274,0.28888888888888886,0.36879432624113473,0.6468253968253969
Conservative,FloodFrequency,{'max_flood_count': 2},2.0,0.5,0.7,2,1,0.2,189,63,126,12,29,24,26,36,90,37,0.41935483870967744,0.4126984126984127,0.416,0.6137566137566137
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.1,0.2,2,1,0.2,260,130,130,14,29,24,120,41,89,10,0.7453416149068323,0.9230769230769231,0.8247422680412372,0.8038461538461539
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.1,0.3,2,1,0.2,242,121,121,14,29,24,116,55,66,5,0.6783625730994152,0.9586776859504132,0.7945205479452054,0.7520661157024794
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.1,0.5,2,1,0.2,180,90,90,14,29,24,88,51,39,2,0.6330935251798561,0.9777777777777777,0.7685589519650655,0.7055555555555556
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.1,0.7,2,1,0.2,126,63,63,14,29,24,63,32,31,0,0.6631578947368421,1.0,0.7974683544303798,0.746031746031746
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.2,0.2,2,1,0.2,260,130,130,14,29,24,71,16,114,59,0.8160919540229885,0.5461538461538461,0.6543778801843317,0.7115384615384616
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.2,0.3,2,1,0.2,242,121,121,14,29,24,77,30,91,44,0.719626168224299,0.6363636363636364,0.6754385964912281,0.6942148760330579
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.2,0.5,2,1,0.2,180,90,90,14,29,24,69,43,47,21,0.6160714285714286,0.7666666666666667,0.6831683168316831,0.6444444444444445
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.2,0.7,2,1,0.2,126,63,63,14,29,24,51,29,34,12,0.6375,0.8095238095238095,0.7132867132867132,0.6746031746031746
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.3,0.2,2,1,0.2,260,130,130,14,29,24,43,10,120,87,0.8113207547169812,0.33076923076923076,0.4699453551912569,0.6269230769230769
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.3,0.3,2,1,0.2,242,121,121,14,29,24,57,24,97,64,0.7037037037037037,0.47107438016528924,0.5643564356435643,0.6363636363636364
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.3,0.5,2,1,0.2,180,90,90,14,29,24,57,32,58,33,0.6404494382022472,0.6333333333333333,0.6368715083798883,0.6388888888888888
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.3,0.7,2,1,0.2,126,63,63,14,29,24,42,24,39,21,0.6363636363636364,0.6666666666666666,0.6511627906976744,0.6428571428571429
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.4,0.2,2,1,0.2,260,130,130,14,29,24,23,5,125,107,0.8214285714285714,0.17692307692307693,0.2911392405063291,0.5692307692307692
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.4,0.3,2,1,0.2,242,121,121,14,29,24,30,14,107,91,0.6818181818181818,0.24793388429752067,0.36363636363636365,0.5661157024793388
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.4,0.5,2,1,0.2,180,90,90,14,29,24,48,25,65,42,0.6575342465753424,0.5333333333333333,0.588957055214724,0.6277777777777778
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.4,0.7,2,1,0.2,126,63,63,14,29,24,34,20,43,29,0.6296296296296297,0.5396825396825397,0.5811965811965812,0.6111111111111112
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.5,0.2,2,1,0.2,260,130,130,14,29,24,8,3,127,122,0.7272727272727273,0.06153846153846154,0.11347517730496455,0.5192307692307693
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.5,0.3,2,1,0.2,242,121,121,14,29,24,15,8,113,106,0.6521739130434783,0.12396694214876033,0.20833333333333334,0.5289256198347108
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.5,0.5,2,1,0.2,180,90,90,14,29,24,26,17,73,64,0.6046511627906976,0.28888888888888886,0.39097744360902253,0.55
Conservative,FloodFrequency,{'max_flood_count': 3},1.0,0.5,0.7,2,1,0.2,126,63,63,14,29,24,26,16,47,37,0.6190476190476191,0.4126984126984127,0.49523809523809526,0.5793650793650794
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.1,0.2,2,1,0.2,345,130,215,14,29,24,120,60,155,10,0.6666666666666666,0.9230769230769231,0.7741935483870968,0.7971014492753623
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.1,0.3,2,1,0.2,329,121,208,14,29,24,116,87,121,5,0.5714285714285714,0.9586776859504132,0.7160493827160493,0.7203647416413373
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.1,0.5,2,1,0.2,260,90,170,14,29,24,88,104,66,2,0.4583333333333333,0.9777777777777777,0.624113475177305,0.5923076923076923
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.1,0.7,2,1,0.2,189,63,126,14,29,24,63,83,43,0,0.4315068493150685,1.0,0.6028708133971292,0.5608465608465608
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.2,0.2,2,1,0.2,345,130,215,14,29,24,71,21,194,59,0.7717391304347826,0.5461538461538461,0.6396396396396397,0.7681159420289855
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.2,0.3,2,1,0.2,329,121,208,14,29,24,77,41,167,44,0.652542372881356,0.6363636363636364,0.6443514644351465,0.7416413373860182
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.2,0.5,2,1,0.2,260,90,170,14,29,24,69,85,85,21,0.44805194805194803,0.7666666666666667,0.5655737704918034,0.5923076923076923
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.2,0.7,2,1,0.2,189,63,126,14,29,24,51,71,55,12,0.4180327868852459,0.8095238095238095,0.5513513513513515,0.5608465608465608
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.3,0.2,2,1,0.2,345,130,215,14,29,24,43,11,204,87,0.7962962962962963,0.33076923076923076,0.4673913043478261,0.7159420289855073
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.3,0.3,2,1,0.2,329,121,208,14,29,24,57,30,178,64,0.6551724137931034,0.47107438016528924,0.5480769230769231,0.7142857142857143
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.3,0.5,2,1,0.2,260,90,170,14,29,24,57,63,107,33,0.475,0.6333333333333333,0.5428571428571427,0.6307692307692307
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.3,0.7,2,1,0.2,189,63,126,14,29,24,42,58,68,21,0.42,0.6666666666666666,0.5153374233128833,0.582010582010582
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.4,0.2,2,1,0.2,345,130,215,14,29,24,23,6,209,107,0.7931034482758621,0.17692307692307693,0.2893081761006289,0.672463768115942
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.4,0.3,2,1,0.2,329,121,208,14,29,24,30,20,188,91,0.6,0.24793388429752067,0.3508771929824562,0.662613981762918
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.4,0.5,2,1,0.2,260,90,170,14,29,24,48,46,124,42,0.5106382978723404,0.5333333333333333,0.5217391304347825,0.6615384615384615
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.4,0.7,2,1,0.2,189,63,126,14,29,24,34,44,82,29,0.4358974358974359,0.5396825396825397,0.48226950354609927,0.6137566137566137
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.5,0.2,2,1,0.2,345,130,215,14,29,24,8,3,212,122,0.7272727272727273,0.06153846153846154,0.11347517730496455,0.6376811594202898
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.5,0.3,2,1,0.2,329,121,208,14,29,24,15,11,197,106,0.5769230769230769,0.12396694214876033,0.2040816326530612,0.6443768996960486
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.5,0.5,2,1,0.2,260,90,170,14,29,24,26,29,141,64,0.4727272727272727,0.28888888888888886,0.3586206896551724,0.6423076923076924
Conservative,FloodFrequency,{'max_flood_count': 3},2.0,0.5,0.7,2,1,0.2,189,63,126,14,29,24,26,36,90,37,0.41935483870967744,0.4126984126984127,0.416,0.6137566137566137
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.1,0.2,2,1,0.2,260,130,130,17,29,24,120,45,85,10,0.7272727272727273,0.9230769230769231,0.8135593220338984,0.7884615384615384
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.1,0.3,2,1,0.2,242,121,121,17,29,24,116,59,62,5,0.6628571428571428,0.9586776859504132,0.7837837837837838,0.7355371900826446
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.1,0.5,2,1,0.2,180,90,90,17,29,24,88,52,38,2,0.6285714285714286,0.9777777777777777,0.7652173913043477,0.7
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.1,0.7,2,1,0.2,126,63,63,17,29,24,63,32,31,0,0.6631578947368421,1.0,0.7974683544303798,0.746031746031746
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.2,0.2,2,1,0.2,260,130,130,17,29,24,71,20,110,59,0.7802197802197802,0.5461538461538461,0.6425339366515836,0.6961538461538461
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.2,0.3,2,1,0.2,242,121,121,17,29,24,77,35,86,44,0.6875,0.6363636363636364,0.6609442060085837,0.6735537190082644
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.2,0.5,2,1,0.2,180,90,90,17,29,24,69,46,44,21,0.6,0.7666666666666667,0.6731707317073171,0.6277777777777778
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.2,0.7,2,1,0.2,126,63,63,17,29,24,51,29,34,12,0.6375,0.8095238095238095,0.7132867132867132,0.6746031746031746
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.3,0.2,2,1,0.2,260,130,130,17,29,24,43,10,120,87,0.8113207547169812,0.33076923076923076,0.4699453551912569,0.6269230769230769
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.3,0.3,2,1,0.2,242,121,121,17,29,24,57,26,95,64,0.6867469879518072,0.47107438016528924,0.5588235294117647,0.628099173553719
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.3,0.5,2,1,0.2,180,90,90,17,29,24,57,36,54,33,0.6129032258064516,0.6333333333333333,0.6229508196721313,0.6166666666666667
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.3,0.7,2,1,0.2,126,63,63,17,29,24,42,24,39,21,0.6363636363636364,0.6666666666666666,0.6511627906976744,0.6428571428571429
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.4,0.2,2,1,0.2,260,130,130,17,29,24,23,6,124,107,0.7931034482758621,0.17692307692307693,0.2893081761006289,0.5653846153846154
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.4,0.3,2,1,0.2,242,121,121,17,29,24,30,17,104,91,0.6382978723404256,0.24793388429752067,0.35714285714285715,0.5537190082644629
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.4,0.5,2,1,0.2,180,90,90,17,29,24,48,28,62,42,0.631578947368421,0.5333333333333333,0.5783132530120482,0.6111111111111112
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.4,0.7,2,1,0.2,126,63,63,17,29,24,34,21,42,29,0.6181818181818182,0.5396825396825397,0.576271186440678,0.6031746031746031
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.5,0.2,2,1,0.2,260,130,130,17,29,24,8,2,128,122,0.8,0.06153846153846154,0.1142857142857143,0.5230769230769231
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.5,0.3,2,1,0.2,242,121,121,17,29,24,15,10,111,106,0.6,0.12396694214876033,0.20547945205479454,0.5206611570247934
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.5,0.5,2,1,0.2,180,90,90,17,29,24,26,22,68,64,0.5416666666666666,0.28888888888888886,0.3768115942028985,0.5222222222222223
Conservative,RecentActivity,{'max_recent_floods': 0},1.0,0.5,0.7,2,1,0.2,126,63,63,17,29,24,26,17,46,37,0.6046511627906976,0.4126984126984127,0.49056603773584895,0.5714285714285714
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.1,0.2,2,1,0.2,357,130,227,17,29,24,120,79,148,10,0.6030150753768844,0.9230769230769231,0.729483282674772,0.7507002801120448
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.1,0.3,2,1,0.2,338,121,217,17,29,24,116,103,114,5,0.5296803652968036,0.9586776859504132,0.6823529411764706,0.6804733727810651
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.1,0.5,2,1,0.2,265,90,175,17,29,24,88,114,61,2,0.43564356435643564,0.9777777777777777,0.6027397260273972,0.5622641509433962
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.1,0.7,2,1,0.2,189,63,126,17,29,24,63,83,43,0,0.4315068493150685,1.0,0.6028708133971292,0.5608465608465608
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.2,0.2,2,1,0.2,357,130,227,17,29,24,71,34,193,59,0.6761904761904762,0.5461538461538461,0.604255319148936,0.7394957983193278
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.2,0.3,2,1,0.2,338,121,217,17,29,24,77,58,159,44,0.5703703703703704,0.6363636363636364,0.6015625000000001,0.6982248520710059
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.2,0.5,2,1,0.2,265,90,175,17,29,24,69,98,77,21,0.41317365269461076,0.7666666666666667,0.5369649805447471,0.5509433962264151
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.2,0.7,2,1,0.2,189,63,126,17,29,24,51,73,53,12,0.4112903225806452,0.8095238095238095,0.5454545454545454,0.5502645502645502
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.3,0.2,2,1,0.2,357,130,227,17,29,24,43,12,215,87,0.7818181818181819,0.33076923076923076,0.4648648648648648,0.7226890756302521
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.3,0.3,2,1,0.2,338,121,217,17,29,24,57,39,178,64,0.59375,0.47107438016528924,0.5253456221198156,0.6952662721893491
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.3,0.5,2,1,0.2,265,90,175,17,29,24,57,78,97,33,0.4222222222222222,0.6333333333333333,0.5066666666666666,0.5811320754716981
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.3,0.7,2,1,0.2,189,63,126,17,29,24,42,60,66,21,0.4117647058823529,0.6666666666666666,0.509090909090909,0.5714285714285714
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.4,0.2,2,1,0.2,357,130,227,17,29,24,23,7,220,107,0.7666666666666667,0.17692307692307693,0.2875,0.680672268907563
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.4,0.3,2,1,0.2,338,121,217,17,29,24,30,25,192,91,0.5454545454545454,0.24793388429752067,0.3409090909090909,0.6568047337278107
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.4,0.5,2,1,0.2,265,90,175,17,29,24,48,59,116,42,0.4485981308411215,0.5333333333333333,0.4873096446700508,0.6188679245283019
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.4,0.7,2,1,0.2,189,63,126,17,29,24,34,49,77,29,0.40963855421686746,0.5396825396825397,0.4657534246575342,0.5873015873015873
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.5,0.2,2,1,0.2,357,130,227,17,29,24,8,2,225,122,0.8,0.06153846153846154,0.1142857142857143,0.6526610644257703
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.5,0.3,2,1,0.2,338,121,217,17,29,24,15,12,205,106,0.5555555555555556,0.12396694214876033,0.2027027027027027,0.650887573964497
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.5,0.5,2,1,0.2,265,90,175,17,29,24,26,35,140,64,0.4262295081967213,0.28888888888888886,0.3443708609271523,0.6264150943396226
Conservative,RecentActivity,{'max_recent_floods': 0},2.0,0.5,0.7,2,1,0.2,189,63,126,17,29,24,26,39,87,37,0.4,0.4126984126984127,0.40625,0.5978835978835979
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.1,0.2,2,1,0.2,260,130,130,27,29,24,120,47,83,10,0.718562874251497,0.9230769230769231,0.8080808080808081,0.7807692307692308
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.1,0.3,2,1,0.2,242,121,121,27,29,24,116,58,63,5,0.6666666666666666,0.9586776859504132,0.7864406779661017,0.7396694214876033
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.1,0.5,2,1,0.2,180,90,90,27,29,24,88,51,39,2,0.6330935251798561,0.9777777777777777,0.7685589519650655,0.7055555555555556
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.1,0.7,2,1,0.2,126,63,63,27,29,24,63,32,31,0,0.6631578947368421,1.0,0.7974683544303798,0.746031746031746
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.2,0.2,2,1,0.2,260,130,130,27,29,24,71,21,109,59,0.7717391304347826,0.5461538461538461,0.6396396396396397,0.6923076923076923
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.2,0.3,2,1,0.2,242,121,121,27,29,24,77,34,87,44,0.6936936936936937,0.6363636363636364,0.6637931034482759,0.6776859504132231
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.2,0.5,2,1,0.2,180,90,90,27,29,24,69,44,46,21,0.6106194690265486,0.7666666666666667,0.6798029556650246,0.6388888888888888
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.2,0.7,2,1,0.2,126,63,63,27,29,24,51,29,34,12,0.6375,0.8095238095238095,0.7132867132867132,0.6746031746031746
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.3,0.2,2,1,0.2,260,130,130,27,29,24,43,12,118,87,0.7818181818181819,0.33076923076923076,0.4648648648648648,0.6192307692307693
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.3,0.3,2,1,0.2,242,121,121,27,29,24,57,27,94,64,0.6785714285714286,0.47107438016528924,0.5560975609756097,0.6239669421487604
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.3,0.5,2,1,0.2,180,90,90,27,29,24,57,36,54,33,0.6129032258064516,0.6333333333333333,0.6229508196721313,0.6166666666666667
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.3,0.7,2,1,0.2,126,63,63,27,29,24,42,24,39,21,0.6363636363636364,0.6666666666666666,0.6511627906976744,0.6428571428571429
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.4,0.2,2,1,0.2,260,130,130,27,29,24,23,7,123,107,0.7666666666666667,0.17692307692307693,0.2875,0.5615384615384615
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.4,0.3,2,1,0.2,242,121,121,27,29,24,30,16,105,91,0.6521739130434783,0.24793388429752067,0.3592814371257485,0.5578512396694215
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.4,0.5,2,1,0.2,180,90,90,27,29,24,48,28,62,42,0.631578947368421,0.5333333333333333,0.5783132530120482,0.6111111111111112
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.4,0.7,2,1,0.2,126,63,63,27,29,24,34,20,43,29,0.6296296296296297,0.5396825396825397,0.5811965811965812,0.6111111111111112
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.5,0.2,2,1,0.2,260,130,130,27,29,24,8,3,127,122,0.7272727272727273,0.06153846153846154,0.11347517730496455,0.5192307692307693
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.5,0.3,2,1,0.2,242,121,121,27,29,24,15,9,112,106,0.625,0.12396694214876033,0.20689655172413793,0.5247933884297521
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.5,0.5,2,1,0.2,180,90,90,27,29,24,26,20,70,64,0.5652173913043478,0.28888888888888886,0.38235294117647056,0.5333333333333333
Conservative,RecentActivity,{'max_recent_floods': 1},1.0,0.5,0.7,2,1,0.2,126,63,63,27,29,24,26,16,47,37,0.6190476190476191,0.4126984126984127,0.49523809523809526,0.5793650793650794
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.1,0.2,2,1,0.2,385,130,255,27,29,24,120,97,158,10,0.5529953917050692,0.9230769230769231,0.69164265129683,0.7220779220779221
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.1,0.3,2,1,0.2,361,121,240,27,29,24,116,122,118,5,0.48739495798319327,0.9586776859504132,0.6462395543175488,0.6481994459833795
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.1,0.5,2,1,0.2,270,90,180,27,29,24,88,119,61,2,0.4251207729468599,0.9777777777777777,0.5925925925925926,0.5518518518518518
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.1,0.7,2,1,0.2,189,63,126,27,29,24,63,83,43,0,0.4315068493150685,1.0,0.6028708133971292,0.5608465608465608
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.2,0.2,2,1,0.2,385,130,255,27,29,24,71,45,210,59,0.6120689655172413,0.5461538461538461,0.5772357723577235,0.7298701298701299
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.2,0.3,2,1,0.2,361,121,240,27,29,24,77,74,166,44,0.5099337748344371,0.6363636363636364,0.5661764705882354,0.6731301939058172
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.2,0.5,2,1,0.2,270,90,180,27,29,24,69,100,80,21,0.40828402366863903,0.7666666666666667,0.5328185328185329,0.5518518518518518
Conservative,RecentActivity,{'max_recent_floods': 1},2.0,0.2,0.7,2,1,0.2,189,63,126,27,29,24,51,71,55,12,0.4180327868852459,0.8095238095238095,0.5513513513513515,0.5608465608465608
