neg_pos_ratio,count,avg_precision,avg_recall,avg_f1,max_precision,max_recall,max_f1,std_precision,std_recall,std_f1
1.0,480,0.7515719462520979,0.46649122728961917,0.5093602823686857,1.0,1.0,0.8888888888888888,0.16354864761218485,0.29876876287648274,0.23506010838671415
2.0,480,0.6262751695391167,0.46649122728961917,0.45970419374479915,1.0,1.0,0.8837209302325582,0.19799945167813066,0.29876876287648274,0.2043433860449955
