occ_thr,edge_thr,weight_thr,evidence_count,pred_threshold,neg_pos_ratio,marginal_prob_threshold,tp,fp,tn,fn,total_samples,positive_samples,negative_samples,precision,recall,f1_score,accuracy,valid_days,total_days,network_nodes,negative_candidates_count,runtime_seconds
2,1,0.2,3,0.3,1.5,0.05,21,17,49,25,112,46,66,0.5526315789473685,0.45652173913043476,0.5,0.625,10,29,53,24,1.0413072109222412
2,1,0.2,3,0.3,1.5,0.08,21,16,50,25,112,46,66,0.5675675675675675,0.45652173913043476,0.506024096385542,0.6339285714285714,10,29,53,27,0.9847362041473389
2,1,0.2,3,0.3,2.0,0.03,21,11,53,25,110,46,64,0.65625,0.45652173913043476,0.5384615384615383,0.6727272727272727,10,29,53,11,0.9646494388580322
2,1,0.2,3,0.3,2.0,0.05,21,22,66,25,134,46,88,0.4883720930232558,0.45652173913043476,0.47191011235955055,0.6492537313432836,10,29,53,24,1.0345308780670166
2,1,0.2,3,0.3,2.0,0.08,21,22,68,25,136,46,90,0.4883720930232558,0.45652173913043476,0.47191011235955055,0.6544117647058824,10,29,53,27,1.0440361499786377
2,1,0.2,3,0.4,1.0,0.03,12,3,40,34,89,46,43,0.8,0.2608695652173913,0.39344262295081966,0.5842696629213483,10,29,53,11,0.9389963150024414
2,1,0.2,3,0.4,1.0,0.05,12,3,43,34,92,46,46,0.8,0.2608695652173913,0.39344262295081966,0.5978260869565217,10,29,53,24,0.9663326740264893
2,1,0.2,3,0.4,1.0,0.08,12,3,43,34,92,46,46,0.8,0.2608695652173913,0.39344262295081966,0.5978260869565217,10,29,53,27,0.9319818019866943
2,1,0.2,3,0.4,1.5,0.03,12,6,46,34,98,46,52,0.6666666666666666,0.2608695652173913,0.37500000000000006,0.5918367346938775,10,29,53,11,0.9446542263031006
2,1,0.2,3,0.4,1.5,0.05,12,4,62,34,112,46,66,0.75,0.2608695652173913,0.3870967741935483,0.6607142857142857,10,29,53,24,1.0197551250457764
2,1,0.2,3,0.4,1.5,0.08,12,4,62,34,112,46,66,0.75,0.2608695652173913,0.3870967741935483,0.6607142857142857,10,29,53,27,1.0836172103881836
2,1,0.2,3,0.4,2.0,0.03,12,6,58,34,110,46,64,0.6666666666666666,0.2608695652173913,0.37500000000000006,0.6363636363636364,10,29,53,11,0.9959297180175781
2,1,0.2,3,0.4,2.0,0.05,12,7,81,34,134,46,88,0.631578947368421,0.2608695652173913,0.3692307692307692,0.6940298507462687,10,29,53,24,1.075122356414795
2,1,0.2,3,0.4,2.0,0.08,12,7,83,34,136,46,90,0.631578947368421,0.2608695652173913,0.3692307692307692,0.6985294117647058,10,29,53,27,1.0468440055847168
2,1,0.2,3,0.5,1.0,0.03,6,1,42,40,89,46,43,0.8571428571428571,0.13043478260869565,0.22641509433962262,0.5393258426966292,10,29,53,11,0.929079532623291
2,1,0.2,3,0.5,1.0,0.05,6,1,45,40,92,46,46,0.8571428571428571,0.13043478260869565,0.22641509433962262,0.5543478260869565,10,29,53,24,0.9527621269226074
2,1,0.2,3,0.5,1.0,0.08,6,1,45,40,92,46,46,0.8571428571428571,0.13043478260869565,0.22641509433962262,0.5543478260869565,10,29,53,27,0.9404025077819824
2,1,0.2,3,0.5,1.5,0.03,6,3,49,40,98,46,52,0.6666666666666666,0.13043478260869565,0.21818181818181817,0.5612244897959183,10,29,53,11,0.956035852432251
2,1,0.2,3,0.5,1.5,0.05,6,2,64,40,112,46,66,0.75,0.13043478260869565,0.22222222222222218,0.625,10,29,53,24,0.9738702774047852
2,1,0.2,3,0.5,1.5,0.08,6,2,64,40,112,46,66,0.75,0.13043478260869565,0.22222222222222218,0.625,10,29,53,27,0.9853370189666748
2,1,0.2,3,0.5,2.0,0.03,6,3,61,40,110,46,64,0.6666666666666666,0.13043478260869565,0.21818181818181817,0.6090909090909091,10,29,53,11,1.0558340549468994
2,1,0.2,3,0.5,2.0,0.05,6,3,85,40,134,46,88,0.6666666666666666,0.13043478260869565,0.21818181818181817,0.6791044776119403,10,29,53,24,1.0596985816955566
2,1,0.2,3,0.5,2.0,0.08,6,4,86,40,136,46,90,0.6,0.13043478260869565,0.21428571428571427,0.6764705882352942,10,29,53,27,1.0910584926605225
2,1,0.2,4,0.1,1.0,0.03,36,25,10,0,71,36,35,0.5901639344262295,1.0,0.7422680412371134,0.647887323943662,7,29,53,11,0.923328161239624
2,1,0.2,4,0.1,1.0,0.05,36,32,4,0,72,36,36,0.5294117647058824,1.0,0.6923076923076924,0.5555555555555556,7,29,53,24,0.9037957191467285
2,1,0.2,4,0.1,1.0,0.08,36,33,3,0,72,36,36,0.5217391304347826,1.0,0.6857142857142856,0.5416666666666666,7,29,53,27,0.9177796840667725
2,1,0.2,4,0.1,1.5,0.03,36,32,10,0,78,36,42,0.5294117647058824,1.0,0.6923076923076924,0.5897435897435898,7,29,53,11,0.9339394569396973
2,1,0.2,4,0.1,1.5,0.05,36,46,6,0,88,36,52,0.43902439024390244,1.0,0.6101694915254238,0.4772727272727273,7,29,53,24,0.9379758834838867
2,1,0.2,4,0.1,1.5,0.08,36,46,6,0,88,36,52,0.43902439024390244,1.0,0.6101694915254238,0.4772727272727273,7,29,53,27,0.98844313621521
2,1,0.2,4,0.1,2.0,0.03,36,37,13,0,86,36,50,0.4931506849315068,1.0,0.6605504587155963,0.5697674418604651,7,29,53,11,0.9340164661407471
2,1,0.2,4,0.1,2.0,0.05,36,61,9,0,106,36,70,0.3711340206185567,1.0,0.5413533834586466,0.42452830188679247,7,29,53,24,0.9659268856048584
2,1,0.2,4,0.1,2.0,0.08,36,61,11,0,108,36,72,0.3711340206185567,1.0,0.5413533834586466,0.4351851851851852,7,29,53,27,1.0426983833312988
2,1,0.2,4,0.2,1.0,0.03,36,19,16,0,71,36,35,0.6545454545454545,1.0,0.7912087912087912,0.7323943661971831,7,29,53,11,0.8819808959960938
2,1,0.2,4,0.2,1.0,0.05,36,28,8,0,72,36,36,0.5625,1.0,0.72,0.6111111111111112,7,29,53,24,0.8819570541381836
2,1,0.2,4,0.2,1.0,0.08,36,29,7,0,72,36,36,0.5538461538461539,1.0,0.712871287128713,0.5972222222222222,7,29,53,27,0.8816049098968506
2,1,0.2,4,0.2,1.5,0.03,36,25,17,0,78,36,42,0.5901639344262295,1.0,0.7422680412371134,0.6794871794871795,7,29,53,11,0.8974847793579102
2,1,0.2,4,0.2,1.5,0.05,36,40,12,0,88,36,52,0.47368421052631576,1.0,0.6428571428571429,0.5454545454545454,7,29,53,24,0.9427909851074219
2,1,0.2,4,0.2,1.5,0.08,36,39,13,0,88,36,52,0.48,1.0,0.6486486486486487,0.5568181818181818,7,29,53,27,0.9545173645019531
2,1,0.2,4,0.2,2.0,0.03,36,28,22,0,86,36,50,0.5625,1.0,0.72,0.6744186046511628,7,29,53,11,0.9308369159698486
2,1,0.2,4,0.2,2.0,0.05,36,50,20,0,106,36,70,0.4186046511627907,1.0,0.5901639344262295,0.5283018867924528,7,29,53,24,1.0281999111175537
2,1,0.2,4,0.2,2.0,0.08,36,51,21,0,108,36,72,0.41379310344827586,1.0,0.5853658536585366,0.5277777777777778,7,29,53,27,1.001643419265747
2,1,0.2,4,0.3,1.0,0.03,30,11,24,6,71,36,35,0.7317073170731707,0.8333333333333334,0.7792207792207793,0.7605633802816901,7,29,53,11,0.9073660373687744
2,1,0.2,4,0.3,1.0,0.05,30,21,15,6,72,36,36,0.5882352941176471,0.8333333333333334,0.6896551724137931,0.625,7,29,53,24,0.9343950748443604
2,1,0.2,4,0.3,1.0,0.08,30,22,14,6,72,36,36,0.5769230769230769,0.8333333333333334,0.6818181818181818,0.6111111111111112,7,29,53,27,0.9006288051605225
2,1,0.2,4,0.3,1.5,0.03,30,17,25,6,78,36,42,0.6382978723404256,0.8333333333333334,0.7228915662650603,0.7051282051282052,7,29,53,11,0.9062848091125488
