occ_thr,edge_thr,weight_thr,evidence_count,pred_threshold,neg_pos_ratio,marginal_prob_threshold,tp,fp,tn,fn,total_samples,positive_samples,negative_samples,precision,recall,f1_score,accuracy,valid_days,total_days,network_nodes,negative_candidates_count,runtime_seconds
2,2,0.3,4,0.4,1.0,0.03,6,1,34,30,71,36,35,0.8571428571428571,0.16666666666666666,0.27906976744186046,0.5633802816901409,7,29,53,11,0.2644205093383789
2,2,0.3,4,0.4,1.0,0.05,6,0,36,30,72,36,36,1.0,0.16666666666666666,0.2857142857142857,0.5833333333333334,7,29,53,24,0.26474547386169434
2,2,0.3,4,0.4,1.0,0.08,6,1,35,30,72,36,36,0.8571428571428571,0.16666666666666666,0.27906976744186046,0.5694444444444444,7,29,53,27,0.27945852279663086
2,2,0.3,4,0.4,1.5,0.03,6,2,40,30,78,36,42,0.75,0.16666666666666666,0.27272727272727276,0.5897435897435898,7,29,53,11,0.25749921798706055
2,2,0.3,4,0.4,1.5,0.05,6,1,51,30,88,36,52,0.8571428571428571,0.16666666666666666,0.27906976744186046,0.6477272727272727,7,29,53,24,0.29785799980163574
2,2,0.3,4,0.4,1.5,0.08,6,2,50,30,88,36,52,0.75,0.16666666666666666,0.27272727272727276,0.6363636363636364,7,29,53,27,0.30649471282958984
2,2,0.3,4,0.4,2.0,0.03,6,2,48,30,86,36,50,0.75,0.16666666666666666,0.27272727272727276,0.627906976744186,7,29,53,11,0.286527156829834
2,2,0.3,4,0.4,2.0,0.05,6,2,68,30,106,36,70,0.75,0.16666666666666666,0.27272727272727276,0.6981132075471698,7,29,53,24,0.3263130187988281
2,2,0.3,4,0.4,2.0,0.08,6,4,68,30,108,36,72,0.6,0.16666666666666666,0.2608695652173913,0.6851851851851852,7,29,53,27,0.34337568283081055
2,2,0.3,4,0.5,1.0,0.03,1,0,35,35,71,36,35,1.0,0.027777777777777776,0.05405405405405406,0.5070422535211268,7,29,53,11,0.28111934661865234
2,2,0.3,4,0.5,1.0,0.05,1,0,36,35,72,36,36,1.0,0.027777777777777776,0.05405405405405406,0.5138888888888888,7,29,53,24,0.2908976078033447
2,2,0.3,4,0.5,1.0,0.08,1,1,35,35,72,36,36,0.5,0.027777777777777776,0.05263157894736842,0.5,7,29,53,27,0.29750704765319824
2,2,0.3,4,0.5,1.5,0.03,1,0,42,35,78,36,42,1.0,0.027777777777777776,0.05405405405405406,0.5512820512820513,7,29,53,11,0.2972300052642822
2,2,0.3,4,0.5,1.5,0.05,1,0,52,35,88,36,52,1.0,0.027777777777777776,0.05405405405405406,0.6022727272727273,7,29,53,24,0.32282161712646484
2,2,0.3,4,0.5,1.5,0.08,1,2,50,35,88,36,52,0.3333333333333333,0.027777777777777776,0.05128205128205128,0.5795454545454546,7,29,53,27,0.39655280113220215
2,2,0.3,4,0.5,2.0,0.03,1,0,50,35,86,36,50,1.0,0.027777777777777776,0.05405405405405406,0.5930232558139535,7,29,53,11,0.3482224941253662
2,2,0.3,4,0.5,2.0,0.05,1,0,70,35,106,36,70,1.0,0.027777777777777776,0.05405405405405406,0.6698113207547169,7,29,53,24,0.3885829448699951
2,2,0.3,4,0.5,2.0,0.08,1,2,70,35,108,36,72,0.3333333333333333,0.027777777777777776,0.05128205128205128,0.6574074074074074,7,29,53,27,0.37691450119018555
2,2,0.4,1,0.1,1.0,0.03,49,4,59,21,133,70,63,0.9245283018867925,0.7,0.7967479674796748,0.8120300751879699,13,29,53,11,0.3784444332122803
2,2,0.4,1,0.1,1.0,0.05,49,5,65,21,140,70,70,0.9074074074074074,0.7,0.7903225806451613,0.8142857142857143,13,29,53,24,0.3852267265319824
2,2,0.4,1,0.1,1.0,0.08,49,5,65,21,140,70,70,0.9074074074074074,0.7,0.7903225806451613,0.8142857142857143,13,29,53,27,0.3193972110748291
2,2,0.4,1,0.1,1.5,0.03,49,4,75,21,149,70,79,0.9245283018867925,0.7,0.7967479674796748,0.8322147651006712,13,29,53,11,0.3287084102630615
2,2,0.4,1,0.1,1.5,0.05,49,6,94,21,170,70,100,0.8909090909090909,0.7,0.7839999999999999,0.8411764705882353,13,29,53,24,0.3606424331665039
2,2,0.4,1,0.1,1.5,0.08,49,6,95,21,171,70,101,0.8909090909090909,0.7,0.7839999999999999,0.8421052631578947,13,29,53,27,0.36299705505371094
2,2,0.4,1,0.1,2.0,0.03,49,4,89,21,163,70,93,0.9245283018867925,0.7,0.7967479674796748,0.8466257668711656,13,29,53,11,0.35803747177124023
2,2,0.4,1,0.1,2.0,0.05,49,9,121,21,200,70,130,0.8448275862068966,0.7,0.765625,0.85,13,29,53,24,0.4648566246032715
2,2,0.4,1,0.1,2.0,0.08,49,8,126,21,204,70,134,0.8596491228070176,0.7,0.7716535433070866,0.8578431372549019,13,29,53,27,0.4469125270843506
2,2,0.4,1,0.2,1.0,0.03,26,0,63,44,133,70,63,1.0,0.37142857142857144,0.5416666666666666,0.6691729323308271,13,29,53,11,0.3086073398590088
2,2,0.4,1,0.2,1.0,0.05,26,0,70,44,140,70,70,1.0,0.37142857142857144,0.5416666666666666,0.6857142857142857,13,29,53,24,0.3029816150665283
2,2,0.4,1,0.2,1.0,0.08,26,0,70,44,140,70,70,1.0,0.37142857142857144,0.5416666666666666,0.6857142857142857,13,29,53,27,0.3147542476654053
2,2,0.4,1,0.2,1.5,0.03,26,0,79,44,149,70,79,1.0,0.37142857142857144,0.5416666666666666,0.7046979865771812,13,29,53,11,0.3262965679168701
2,2,0.4,1,0.2,1.5,0.05,26,0,100,44,170,70,100,1.0,0.37142857142857144,0.5416666666666666,0.7411764705882353,13,29,53,24,0.35323524475097656
2,2,0.4,1,0.2,1.5,0.08,26,0,101,44,171,70,101,1.0,0.37142857142857144,0.5416666666666666,0.7426900584795322,13,29,53,27,0.39966917037963867
2,2,0.4,1,0.2,2.0,0.03,26,0,93,44,163,70,93,1.0,0.37142857142857144,0.5416666666666666,0.7300613496932515,13,29,53,11,0.349078893661499
2,2,0.4,1,0.2,2.0,0.05,26,0,130,44,200,70,130,1.0,0.37142857142857144,0.5416666666666666,0.78,13,29,53,24,0.41742372512817383
2,2,0.4,1,0.2,2.0,0.08,26,0,134,44,204,70,134,1.0,0.37142857142857144,0.5416666666666666,0.7843137254901961,13,29,53,27,0.4125809669494629
2,2,0.4,1,0.3,1.0,0.03,19,0,63,51,133,70,63,1.0,0.2714285714285714,0.42696629213483145,0.6165413533834586,13,29,53,11,0.3008556365966797
2,2,0.4,1,0.3,1.0,0.05,19,0,70,51,140,70,70,1.0,0.2714285714285714,0.42696629213483145,0.6357142857142857,13,29,53,24,0.3391988277435303
2,2,0.4,1,0.3,1.0,0.08,19,0,70,51,140,70,70,1.0,0.2714285714285714,0.42696629213483145,0.6357142857142857,13,29,53,27,0.38954925537109375
2,2,0.4,1,0.3,1.5,0.03,19,0,79,51,149,70,79,1.0,0.2714285714285714,0.42696629213483145,0.6577181208053692,13,29,53,11,0.36138129234313965
2,2,0.4,1,0.3,1.5,0.05,19,0,100,51,170,70,100,1.0,0.2714285714285714,0.42696629213483145,0.7,13,29,53,24,0.3921983242034912
2,2,0.4,1,0.3,1.5,0.08,19,0,101,51,171,70,101,1.0,0.2714285714285714,0.42696629213483145,0.7017543859649122,13,29,53,27,0.42352819442749023
2,2,0.4,1,0.3,2.0,0.03,19,0,93,51,163,70,93,1.0,0.2714285714285714,0.42696629213483145,0.6871165644171779,13,29,53,11,0.369401216506958
2,2,0.4,1,0.3,2.0,0.05,19,0,130,51,200,70,130,1.0,0.2714285714285714,0.42696629213483145,0.745,13,29,53,24,0.4810354709625244
2,2,0.4,1,0.3,2.0,0.08,19,0,134,51,204,70,134,1.0,0.2714285714285714,0.42696629213483145,0.75,13,29,53,27,0.4526820182800293
2,2,0.4,1,0.4,1.0,0.03,7,0,63,63,133,70,63,1.0,0.1,0.18181818181818182,0.5263157894736842,13,29,53,11,0.3310105800628662
2,2,0.4,1,0.4,1.0,0.05,7,0,70,63,140,70,70,1.0,0.1,0.18181818181818182,0.55,13,29,53,24,0.33168458938598633
2,2,0.4,1,0.4,1.0,0.08,7,0,70,63,140,70,70,1.0,0.1,0.18181818181818182,0.55,13,29,53,27,0.32236504554748535
2,2,0.4,1,0.4,1.5,0.03,7,0,79,63,149,70,79,1.0,0.1,0.18181818181818182,0.5771812080536913,13,29,53,11,0.33739447593688965
2,2,0.4,1,0.4,1.5,0.05,7,0,100,63,170,70,100,1.0,0.1,0.18181818181818182,0.6294117647058823,13,29,53,24,0.3561677932739258
2,2,0.4,1,0.4,1.5,0.08,7,0,101,63,171,70,101,1.0,0.1,0.18181818181818182,0.631578947368421,13,29,53,27,0.3720822334289551
2,2,0.4,1,0.4,2.0,0.03,7,0,93,63,163,70,93,1.0,0.1,0.18181818181818182,0.6134969325153374,13,29,53,11,0.36404895782470703
2,2,0.4,1,0.4,2.0,0.05,7,0,130,63,200,70,130,1.0,0.1,0.18181818181818182,0.685,13,29,53,24,0.41728639602661133
2,2,0.4,1,0.4,2.0,0.08,7,0,134,63,204,70,134,1.0,0.1,0.18181818181818182,0.6911764705882353,13,29,53,27,0.4654574394226074
2,2,0.4,1,0.5,1.0,0.03,0,0,63,70,133,70,63,0.0,0.0,0.0,0.47368421052631576,13,29,53,11,0.2975776195526123
2,2,0.4,1,0.5,1.0,0.05,0,0,70,70,140,70,70,0.0,0.0,0.0,0.5,13,29,53,24,0.38326573371887207
2,2,0.4,1,0.5,1.0,0.08,0,0,70,70,140,70,70,0.0,0.0,0.0,0.5,13,29,53,27,0.3704640865325928
2,2,0.4,1,0.5,1.5,0.03,0,0,79,70,149,70,79,0.0,0.0,0.0,0.5302013422818792,13,29,53,11,0.32990074157714844
2,2,0.4,1,0.5,1.5,0.05,0,0,100,70,170,70,100,0.0,0.0,0.0,0.5882352941176471,13,29,53,24,0.37053990364074707
2,2,0.4,1,0.5,1.5,0.08,0,0,101,70,171,70,101,0.0,0.0,0.0,0.5906432748538012,13,29,53,27,0.36384105682373047
2,2,0.4,1,0.5,2.0,0.03,0,0,93,70,163,70,93,0.0,0.0,0.0,0.5705521472392638,13,29,53,11,0.3329946994781494
2,2,0.4,1,0.5,2.0,0.05,0,0,130,70,200,70,130,0.0,0.0,0.0,0.65,13,29,53,24,0.41858673095703125
2,2,0.4,1,0.5,2.0,0.08,0,0,134,70,204,70,134,0.0,0.0,0.0,0.6568627450980392,13,29,53,27,0.4322361946105957
2,2,0.4,2,0.1,1.0,0.03,39,3,49,18,109,57,52,0.9285714285714286,0.6842105263157895,0.7878787878787878,0.8073394495412844,11,29,53,11,0.26091694831848145
2,2,0.4,2,0.1,1.0,0.05,39,6,51,18,114,57,57,0.8666666666666667,0.6842105263157895,0.7647058823529413,0.7894736842105263,11,29,53,24,0.28179478645324707
2,2,0.4,2,0.1,1.0,0.08,39,5,52,18,114,57,57,0.8863636363636364,0.6842105263157895,0.7722772277227723,0.7982456140350878,11,29,53,27,0.28124403953552246
2,2,0.4,2,0.1,1.5,0.03,39,5,61,18,123,57,66,0.8863636363636364,0.6842105263157895,0.7722772277227723,0.8130081300813008,11,29,53,11,0.29045844078063965
2,2,0.4,2,0.1,1.5,0.05,39,8,75,18,140,57,83,0.8297872340425532,0.6842105263157895,0.7499999999999999,0.8142857142857143,11,29,53,24,0.3348877429962158
2,2,0.4,2,0.1,1.5,0.08,39,8,75,18,140,57,83,0.8297872340425532,0.6842105263157895,0.7499999999999999,0.8142857142857143,11,29,53,27,0.3181948661804199
2,2,0.4,2,0.1,2.0,0.03,39,5,72,18,134,57,77,0.8863636363636364,0.6842105263157895,0.7722772277227723,0.8283582089552238,11,29,53,11,0.31494879722595215
2,2,0.4,2,0.1,2.0,0.05,39,12,96,18,165,57,108,0.7647058823529411,0.6842105263157895,0.7222222222222222,0.8181818181818182,11,29,53,24,0.3782057762145996
2,2,0.4,2,0.1,2.0,0.08,39,10,100,18,167,57,110,0.7959183673469388,0.6842105263157895,0.7358490566037734,0.8323353293413174,11,29,53,27,0.38326501846313477
2,2,0.4,2,0.2,1.0,0.03,17,0,52,40,109,57,52,1.0,0.2982456140350877,0.45945945945945943,0.6330275229357798,11,29,53,11,0.3087027072906494
2,2,0.4,2,0.2,1.0,0.05,17,0,57,40,114,57,57,1.0,0.2982456140350877,0.45945945945945943,0.6491228070175439,11,29,53,24,0.3235893249511719
2,2,0.4,2,0.2,1.0,0.08,17,0,57,40,114,57,57,1.0,0.2982456140350877,0.45945945945945943,0.6491228070175439,11,29,53,27,0.2890663146972656
2,2,0.4,2,0.2,1.5,0.03,17,0,66,40,123,57,66,1.0,0.2982456140350877,0.45945945945945943,0.6747967479674797,11,29,53,11,0.283322811126709
2,2,0.4,2,0.2,1.5,0.05,17,1,82,40,140,57,83,0.9444444444444444,0.2982456140350877,0.45333333333333325,0.7071428571428572,11,29,53,24,0.30832767486572266
2,2,0.4,2,0.2,1.5,0.08,17,1,82,40,140,57,83,0.9444444444444444,0.2982456140350877,0.45333333333333325,0.7071428571428572,11,29,53,27,0.3304412364959717
2,2,0.4,2,0.2,2.0,0.03,17,0,77,40,134,57,77,1.0,0.2982456140350877,0.45945945945945943,0.7014925373134329,11,29,53,11,0.3097059726715088
2,2,0.4,2,0.2,2.0,0.05,17,1,107,40,165,57,108,0.9444444444444444,0.2982456140350877,0.45333333333333325,0.7515151515151515,11,29,53,24,0.3595259189605713
2,2,0.4,2,0.2,2.0,0.08,17,1,109,40,167,57,110,0.9444444444444444,0.2982456140350877,0.45333333333333325,0.7544910179640718,11,29,53,27,0.37639307975769043
2,2,0.4,2,0.3,1.0,0.03,11,0,52,46,109,57,52,1.0,0.19298245614035087,0.3235294117647059,0.5779816513761468,11,29,53,11,0.27027106285095215
2,2,0.4,2,0.3,1.0,0.05,11,0,57,46,114,57,57,1.0,0.19298245614035087,0.3235294117647059,0.5964912280701754,11,29,53,24,0.2808527946472168
2,2,0.4,2,0.3,1.0,0.08,11,0,57,46,114,57,57,1.0,0.19298245614035087,0.3235294117647059,0.5964912280701754,11,29,53,27,0.3028745651245117
2,2,0.4,2,0.3,1.5,0.03,11,0,66,46,123,57,66,1.0,0.19298245614035087,0.3235294117647059,0.6260162601626016,11,29,53,11,0.27889251708984375
2,2,0.4,2,0.3,1.5,0.05,11,1,82,46,140,57,83,0.9166666666666666,0.19298245614035087,0.3188405797101449,0.6642857142857143,11,29,53,24,0.31177639961242676
2,2,0.4,2,0.3,1.5,0.08,11,1,82,46,140,57,83,0.9166666666666666,0.19298245614035087,0.3188405797101449,0.6642857142857143,11,29,53,27,0.31284213066101074
2,2,0.4,2,0.3,2.0,0.03,11,0,77,46,134,57,77,1.0,0.19298245614035087,0.3235294117647059,0.6567164179104478,11,29,53,11,0.3251914978027344
2,2,0.4,2,0.3,2.0,0.05,11,1,107,46,165,57,108,0.9166666666666666,0.19298245614035087,0.3188405797101449,0.7151515151515152,11,29,53,24,0.39814090728759766
2,2,0.4,2,0.3,2.0,0.08,11,1,109,46,167,57,110,0.9166666666666666,0.19298245614035087,0.3188405797101449,0.718562874251497,11,29,53,27,0.3955080509185791
2,2,0.4,2,0.4,1.0,0.03,5,0,52,52,109,57,52,1.0,0.08771929824561403,0.16129032258064516,0.5229357798165137,11,29,53,11,0.32007622718811035
2,2,0.4,2,0.4,1.0,0.05,5,0,57,52,114,57,57,1.0,0.08771929824561403,0.16129032258064516,0.543859649122807,11,29,53,24,0.2921116352081299
2,2,0.4,2,0.4,1.0,0.08,5,0,57,52,114,57,57,1.0,0.08771929824561403,0.16129032258064516,0.543859649122807,11,29,53,27,0.30609679222106934
2,2,0.4,2,0.4,1.5,0.03,5,0,66,52,123,57,66,1.0,0.08771929824561403,0.16129032258064516,0.5772357723577236,11,29,53,11,0.2996542453765869
2,2,0.4,2,0.4,1.5,0.05,5,1,82,52,140,57,83,0.8333333333333334,0.08771929824561403,0.15873015873015872,0.6214285714285714,11,29,53,24,0.34256768226623535
2,2,0.4,2,0.4,1.5,0.08,5,1,82,52,140,57,83,0.8333333333333334,0.08771929824561403,0.15873015873015872,0.6214285714285714,11,29,53,27,0.314603328704834
2,2,0.4,2,0.4,2.0,0.03,5,0,77,52,134,57,77,1.0,0.08771929824561403,0.16129032258064516,0.6119402985074627,11,29,53,11,0.3104734420776367
2,2,0.4,2,0.4,2.0,0.05,5,1,107,52,165,57,108,0.8333333333333334,0.08771929824561403,0.15873015873015872,0.6787878787878788,11,29,53,24,0.3672800064086914
2,2,0.4,2,0.4,2.0,0.08,5,1,109,52,167,57,110,0.8333333333333334,0.08771929824561403,0.15873015873015872,0.6826347305389222,11,29,53,27,0.38272786140441895
2,2,0.4,2,0.5,1.0,0.03,1,0,52,56,109,57,52,1.0,0.017543859649122806,0.034482758620689655,0.48623853211009177,11,29,53,11,0.2754802703857422
2,2,0.4,2,0.5,1.0,0.05,1,0,57,56,114,57,57,1.0,0.017543859649122806,0.034482758620689655,0.5087719298245614,11,29,53,24,0.28255724906921387
2,2,0.4,2,0.5,1.0,0.08,1,0,57,56,114,57,57,1.0,0.017543859649122806,0.034482758620689655,0.5087719298245614,11,29,53,27,0.2721986770629883
2,2,0.4,2,0.5,1.5,0.03,1,0,66,56,123,57,66,1.0,0.017543859649122806,0.034482758620689655,0.5447154471544715,11,29,53,11,0.3106977939605713
2,2,0.4,2,0.5,1.5,0.05,1,0,83,56,140,57,83,1.0,0.017543859649122806,0.034482758620689655,0.6,11,29,53,24,0.34401726722717285
2,2,0.4,2,0.5,1.5,0.08,1,0,83,56,140,57,83,1.0,0.017543859649122806,0.034482758620689655,0.6,11,29,53,27,0.40526914596557617
2,2,0.4,2,0.5,2.0,0.03,1,0,77,56,134,57,77,1.0,0.017543859649122806,0.034482758620689655,0.582089552238806,11,29,53,11,0.3209850788116455
2,2,0.4,2,0.5,2.0,0.05,1,0,108,56,165,57,108,1.0,0.017543859649122806,0.034482758620689655,0.6606060606060606,11,29,53,24,0.37140488624572754
2,2,0.4,2,0.5,2.0,0.08,1,0,110,56,167,57,110,1.0,0.017543859649122806,0.034482758620689655,0.6646706586826348,11,29,53,27,0.4515862464904785
2,2,0.4,3,0.1,1.0,0.03,34,5,38,12,89,46,43,0.8717948717948718,0.7391304347826086,0.7999999999999999,0.8089887640449438,10,29,53,11,0.23946118354797363
2,2,0.4,3,0.1,1.0,0.05,34,12,34,12,92,46,46,0.7391304347826086,0.7391304347826086,0.7391304347826085,0.7391304347826086,10,29,53,24,0.24304676055908203
2,2,0.4,3,0.1,1.0,0.08,34,12,34,12,92,46,46,0.7391304347826086,0.7391304347826086,0.7391304347826085,0.7391304347826086,10,29,53,27,0.2331225872039795
2,2,0.4,3,0.1,1.5,0.03,34,8,44,12,98,46,52,0.8095238095238095,0.7391304347826086,0.7727272727272727,0.7959183673469388,10,29,53,11,0.24398350715637207
2,2,0.4,3,0.1,1.5,0.05,34,16,50,12,112,46,66,0.68,0.7391304347826086,0.7083333333333334,0.75,10,29,53,24,0.2879359722137451
2,2,0.4,3,0.1,1.5,0.08,34,15,51,12,112,46,66,0.6938775510204082,0.7391304347826086,0.7157894736842104,0.7589285714285714,10,29,53,27,0.28192973136901855
2,2,0.4,3,0.1,2.0,0.03,34,8,56,12,110,46,64,0.8095238095238095,0.7391304347826086,0.7727272727272727,0.8181818181818182,10,29,53,11,0.27054500579833984
2,2,0.4,3,0.1,2.0,0.05,34,18,70,12,134,46,88,0.6538461538461539,0.7391304347826086,0.693877551020408,0.7761194029850746,10,29,53,24,0.2984030246734619
2,2,0.4,3,0.1,2.0,0.08,34,20,70,12,136,46,90,0.6296296296296297,0.7391304347826086,0.68,0.7647058823529411,10,29,53,27,0.33363890647888184
2,2,0.4,3,0.2,1.0,0.03,17,1,42,29,89,46,43,0.9444444444444444,0.3695652173913043,0.53125,0.6629213483146067,10,29,53,11,0.2282099723815918
2,2,0.4,3,0.2,1.0,0.05,17,3,43,29,92,46,46,0.85,0.3695652173913043,0.5151515151515151,0.6521739130434783,10,29,53,24,0.24062347412109375
2,2,0.4,3,0.2,1.0,0.08,17,3,43,29,92,46,46,0.85,0.3695652173913043,0.5151515151515151,0.6521739130434783,10,29,53,27,0.2587909698486328
2,2,0.4,3,0.2,1.5,0.03,17,2,50,29,98,46,52,0.8947368421052632,0.3695652173913043,0.5230769230769231,0.6836734693877551,10,29,53,11,0.2664217948913574
2,2,0.4,3,0.2,1.5,0.05,17,4,62,29,112,46,66,0.8095238095238095,0.3695652173913043,0.5074626865671641,0.7053571428571429,10,29,53,24,0.29085445404052734
2,2,0.4,3,0.2,1.5,0.08,17,4,62,29,112,46,66,0.8095238095238095,0.3695652173913043,0.5074626865671641,0.7053571428571429,10,29,53,27,0.303525447845459
2,2,0.4,3,0.2,2.0,0.03,17,2,62,29,110,46,64,0.8947368421052632,0.3695652173913043,0.5230769230769231,0.7181818181818181,10,29,53,11,0.29607272148132324
2,2,0.4,3,0.2,2.0,0.05,17,5,83,29,134,46,88,0.7727272727272727,0.3695652173913043,0.4999999999999999,0.746268656716418,10,29,53,24,0.3289978504180908
2,2,0.4,3,0.2,2.0,0.08,17,6,84,29,136,46,90,0.7391304347826086,0.3695652173913043,0.49275362318840565,0.7426470588235294,10,29,53,27,0.31084251403808594
2,2,0.4,3,0.3,1.0,0.03,12,1,42,34,89,46,43,0.9230769230769231,0.2608695652173913,0.4067796610169491,0.6067415730337079,10,29,53,11,0.24726104736328125
2,2,0.4,3,0.3,1.0,0.05,12,2,44,34,92,46,46,0.8571428571428571,0.2608695652173913,0.4,0.6086956521739131,10,29,53,24,0.2898838520050049
2,2,0.4,3,0.3,1.0,0.08,12,2,44,34,92,46,46,0.8571428571428571,0.2608695652173913,0.4,0.6086956521739131,10,29,53,27,0.279970645904541
2,2,0.4,3,0.3,1.5,0.03,12,2,50,34,98,46,52,0.8571428571428571,0.2608695652173913,0.4,0.6326530612244898,10,29,53,11,0.257554292678833
2,2,0.4,3,0.3,1.5,0.05,12,3,63,34,112,46,66,0.8,0.2608695652173913,0.39344262295081966,0.6696428571428571,10,29,53,24,0.3506920337677002
2,2,0.4,3,0.3,1.5,0.08,12,3,63,34,112,46,66,0.8,0.2608695652173913,0.39344262295081966,0.6696428571428571,10,29,53,27,0.2911953926086426
2,2,0.4,3,0.3,2.0,0.03,12,2,62,34,110,46,64,0.8571428571428571,0.2608695652173913,0.4,0.6727272727272727,10,29,53,11,0.3160281181335449
2,2,0.4,3,0.3,2.0,0.05,12,4,84,34,134,46,88,0.75,0.2608695652173913,0.3870967741935483,0.7164179104477612,10,29,53,24,0.3491799831390381
2,2,0.4,3,0.3,2.0,0.08,12,5,85,34,136,46,90,0.7058823529411765,0.2608695652173913,0.380952380952381,0.7132352941176471,10,29,53,27,0.36099982261657715
2,2,0.4,3,0.4,1.0,0.03,6,0,43,40,89,46,43,1.0,0.13043478260869565,0.23076923076923078,0.550561797752809,10,29,53,11,0.272641658782959
2,2,0.4,3,0.4,1.0,0.05,6,0,46,40,92,46,46,1.0,0.13043478260869565,0.23076923076923078,0.5652173913043478,10,29,53,24,0.27272534370422363
2,2,0.4,3,0.4,1.0,0.08,6,0,46,40,92,46,46,1.0,0.13043478260869565,0.23076923076923078,0.5652173913043478,10,29,53,27,0.2595691680908203
2,2,0.4,3,0.4,1.5,0.03,6,1,51,40,98,46,52,0.8571428571428571,0.13043478260869565,0.22641509433962262,0.5816326530612245,10,29,53,11,0.2984933853149414
2,2,0.4,3,0.4,1.5,0.05,6,0,66,40,112,46,66,1.0,0.13043478260869565,0.23076923076923078,0.6428571428571429,10,29,53,24,0.31617188453674316
2,2,0.4,3,0.4,1.5,0.08,6,1,65,40,112,46,66,0.8571428571428571,0.13043478260869565,0.22641509433962262,0.6339285714285714,10,29,53,27,0.3096885681152344
2,2,0.4,3,0.4,2.0,0.03,6,1,63,40,110,46,64,0.8571428571428571,0.13043478260869565,0.22641509433962262,0.6272727272727273,10,29,53,11,0.282198429107666
2,2,0.4,3,0.4,2.0,0.05,6,1,87,40,134,46,88,0.8571428571428571,0.13043478260869565,0.22641509433962262,0.6940298507462687,10,29,53,24,0.37813258171081543
2,2,0.4,3,0.4,2.0,0.08,6,2,88,40,136,46,90,0.75,0.13043478260869565,0.22222222222222218,0.6911764705882353,10,29,53,27,0.3715848922729492
2,2,0.4,3,0.5,1.0,0.03,1,0,43,45,89,46,43,1.0,0.021739130434782608,0.042553191489361694,0.4943820224719101,10,29,53,11,0.2791132926940918
2,2,0.4,3,0.5,1.0,0.05,1,0,46,45,92,46,46,1.0,0.021739130434782608,0.042553191489361694,0.5108695652173914,10,29,53,24,0.40595459938049316
2,2,0.4,3,0.5,1.0,0.08,1,0,46,45,92,46,46,1.0,0.021739130434782608,0.042553191489361694,0.5108695652173914,10,29,53,27,0.2658557891845703
2,2,0.4,3,0.5,1.5,0.03,1,0,52,45,98,46,52,1.0,0.021739130434782608,0.042553191489361694,0.5408163265306123,10,29,53,11,0.3210761547088623
2,2,0.4,3,0.5,1.5,0.05,1,0,66,45,112,46,66,1.0,0.021739130434782608,0.042553191489361694,0.5982142857142857,10,29,53,24,0.2941718101501465
2,2,0.4,3,0.5,1.5,0.08,1,1,65,45,112,46,66,0.5,0.021739130434782608,0.041666666666666664,0.5892857142857143,10,29,53,27,0.37024474143981934
2,2,0.4,3,0.5,2.0,0.03,1,0,64,45,110,46,64,1.0,0.021739130434782608,0.042553191489361694,0.5909090909090909,10,29,53,11,0.2647230625152588
2,2,0.4,3,0.5,2.0,0.05,1,0,88,45,134,46,88,1.0,0.021739130434782608,0.042553191489361694,0.664179104477612,10,29,53,24,0.339130163192749
2,2,0.4,3,0.5,2.0,0.08,1,1,89,45,136,46,90,0.5,0.021739130434782608,0.041666666666666664,0.6617647058823529,10,29,53,27,0.3488011360168457
2,2,0.4,4,0.1,1.0,0.03,30,6,29,6,71,36,35,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8309859154929577,7,29,53,11,0.2097024917602539
2,2,0.4,4,0.1,1.0,0.05,30,13,23,6,72,36,36,0.6976744186046512,0.8333333333333334,0.759493670886076,0.7361111111111112,7,29,53,24,0.21509146690368652
2,2,0.4,4,0.1,1.0,0.08,30,14,22,6,72,36,36,0.6818181818181818,0.8333333333333334,0.7499999999999999,0.7222222222222222,7,29,53,27,0.2013235092163086
2,2,0.4,4,0.1,1.5,0.03,30,9,33,6,78,36,42,0.7692307692307693,0.8333333333333334,0.8,0.8076923076923077,7,29,53,11,0.23599886894226074
2,2,0.4,4,0.1,1.5,0.05,30,17,35,6,88,36,52,0.6382978723404256,0.8333333333333334,0.7228915662650603,0.7386363636363636,7,29,53,24,0.24506425857543945
2,2,0.4,4,0.1,1.5,0.08,30,17,35,6,88,36,52,0.6382978723404256,0.8333333333333334,0.7228915662650603,0.7386363636363636,7,29,53,27,0.2498471736907959
2,2,0.4,4,0.1,2.0,0.03,30,9,41,6,86,36,50,0.7692307692307693,0.8333333333333334,0.8,0.8255813953488372,7,29,53,11,0.23365259170532227
2,2,0.4,4,0.1,2.0,0.05,30,23,47,6,106,36,70,0.5660377358490566,0.8333333333333334,0.6741573033707865,0.7264150943396226,7,29,53,24,0.28084278106689453
2,2,0.4,4,0.1,2.0,0.08,30,26,46,6,108,36,72,0.5357142857142857,0.8333333333333334,0.6521739130434783,0.7037037037037037,7,29,53,27,0.29869866371154785
2,2,0.4,4,0.2,1.0,0.03,15,2,33,21,71,36,35,0.8823529411764706,0.4166666666666667,0.5660377358490566,0.676056338028169,7,29,53,11,0.1915724277496338
2,2,0.4,4,0.2,1.0,0.05,15,6,30,21,72,36,36,0.7142857142857143,0.4166666666666667,0.5263157894736842,0.625,7,29,53,24,0.2248218059539795
